"hfpxzc href","qBF1Pd","MW4etd","UY7F9","W4Efsd","W4Efsd 2","W4Efsd 3","W4Efsd 4","W4Efsd 5","W4Efsd 6","UsdlK","lcr4fd href","Cw1rxd","R8c4Qb","Cw1rxd 2","R8c4Qb 2","Jn12ke src","ah5Ghc","doJOZc","W4Efsd 7"
"https://www.google.com/maps/place/Maroof+HS+CPA+Professional+Corporation/data=!4m7!3m6!1s0x882b3b917e3e9653:0x4ccb4b0d038b2267!8m2!3d43.6495662!4d-79.3809606!16s%2Fg%2F11h04p6qyl!19sChIJU5Y-fpE7K4gRZyKLAw1Ly0w?authuser=0&hl=en&rclk=1","Maroof HS CPA Professional Corporation","4.9","(155)","Tax consultant","·","·","Open","⋅ Closes 5:30 p.m.","320 Bay St. Suite 101, Off 469","(647) 724-4308","http://www.maroofhs.com/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""His valuable advise always helps in saving money and hassles.""","","·"
"https://www.google.com/maps/place/Ke+Wang+CPA+Accounting+%26+Tax+%E7%8E%8B%E7%8F%82%E4%BC%9A%E8%AE%A1%E5%B8%88%E4%BA%8B%E5%8A%A1%E6%89%80/data=!4m7!3m6!1s0x89d4d25eb7746175:0xc07d878dde97ee4b!8m2!3d43.7718163!4d-79.3308235!16s%2Fg%2F1tx4qbfh!19sChIJdWF0t17S1IkRS-6X3o2HfcA?authuser=0&hl=en&rclk=1","Ke Wang CPA Accounting & Tax 王珂会计师事务所","4.8","(259)","Tax preparation","·","250 Consumers Rd #1108","Open","⋅ Closes 8 p.m.","·","(416) 551-5550","http://www.wangkecpa.com/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""They showed expert performance when  helping me with my tax return.""","",""
"https://www.google.com/maps/place/Sawaya+CPA+-+Tax,+Accounting+%26+Advisory+Services/data=!4m7!3m6!1s0x882b3325ad129d6d:0x64293dba8da6009f!8m2!3d43.7480298!4d-79.4069326!16s%2Fg%2F11t9jzrnv6!19sChIJbZ0SrSUzK4gRnwCmjbo9KWQ?authuser=0&hl=en&rclk=1","Sawaya CPA - Tax, Accounting & Advisory Services","5.0","(131)","Accountant","·","4211 Yonge St suite 203","Open","⋅ Closes 5 p.m.","·","(416) 733-4578","https://sawayacpa.ca/?utm_source=Google&utm_medium=GBP&utm_campaign=GBP_Leads&utm_id=001","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""He made filing taxes so much easier and stress-free.""","",""
"https://www.google.com/maps/place/SKANS+ACCOUNTANTS/data=!4m7!3m6!1s0x882b3afa652081f5:0x3d0005886fa558d9!8m2!3d43.7440949!4d-79.6044956!16s%2Fg%2F1vntkjb7!19sChIJ9YEgZfo6K4gR2Vilb4gFAD0?authuser=0&hl=en&rclk=1","SKANS ACCOUNTANTS","4.8","(297)","Accountant","·","·","Open","⋅ Closes 6 p.m.","1770 Albion Rd Unit 42","(416) 741-0801","http://www.skansaccountants.com/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""He helped me file my sole-proprietorship and corporate taxes""","","·"
"https://www.google.com/maps/place/Capex+CPA/data=!4m7!3m6!1s0x882b3d0fd3900775:0xdc2e641712d1addf!8m2!3d43.6249705!4d-79.67126!16s%2Fg%2F11cn5pynl_!19sChIJdQeQ0w89K4gR363REhdkLtw?authuser=0&hl=en&rclk=1","Capex CPA","4.9","(137)","Tax preparation service","·","·","Open","⋅ Closes 6 p.m.","120 Traders Blvd E Unit 109","(416) 903-4040","https://capexcpa.com/story","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Jag and his team are very professional and took care of my accounting needs.""","","·"
"https://www.google.com/maps/place/ACCA+Canada+-+The+Association+of+Chartered+Certified+Accountants+%28UK%29+in+Canada/data=!4m7!3m6!1s0x882b335ca00757ed:0x981fd98bb2c45821!8m2!3d43.6495382!4d-79.3845795!16s%2Fg%2F1hc21_0cr!19sChIJ7VcHoFwzK4gRIVjEsovZH5g?authuser=0&hl=en&rclk=1","ACCA Canada - The Association of Chartered Certified Accountants (UK) in Canada","5.0","(7)","Accountant","·","150 York St","Open now","·","","(416) 966-2225 ext. 0","","","Directions","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""My exam centre for Acca exam""","",""
"https://www.google.com/maps/place/DCP+Accounting+Firm/data=!4m7!3m6!1s0x882b6132a494cc17:0x2ae54a59c176df85!8m2!3d43.3961204!4d-79.7612788!16s%2Fg%2F11sfdxcjlm!19sChIJF8yUpDJhK4gRhd92wVlK5So?authuser=0&hl=en&rclk=1","DCP Accounting Firm","5.0","(14)","Accounting firm","·","5500 N Service Rd Suite 300","Open","⋅ Closes 5 p.m.","·","(905) 516-0170","https://www.dcpaccounting.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=1304757488184281","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Their team is incredibly knowledgeable, professional, and thorough.""","",""
"https://www.google.com/maps/place/Liberty+Tax/data=!4m7!3m6!1s0x882b61d27819da57:0xb798f34904fe1a6a!8m2!3d43.349547!4d-79.79851!16s%2Fg%2F1tdcs504!19sChIJV9oZeNJhK4gRahr-BEnzmLc?authuser=0&hl=en&rclk=1","Liberty Tax","4.5","(122)","Tax preparation","·","·","Open","⋅ Closes 7 p.m.","901 Guelph Line office 5","(905) 637-8199","https://www.libertytaxcanada.ca/70425","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Shelley was very helpful and submitted my taxes in about an hour.""","","·"
"https://www.google.com/maps/place/Awerix+CPA+Professional+Corporation,+Chartered+Professional+Accountant/data=!4m7!3m6!1s0x882b3689d4d7421b:0x2c464ae44865b3e5!8m2!3d43.649477!4d-79.485065!16s%2Fg%2F1tjdmckr!19sChIJG0LX1Ik2K4gR5bNlSORKRiw?authuser=0&hl=en&rclk=1","Awerix CPA Professional Corporation, Chartered Professional Accountant","4.7","(26)","Accounting firm","·","2 Jane Street","Open","⋅ Closes 7 p.m.","·","(647) 761-5325","https://www.google.com/aclk?sa=L&ai=DChsSEwjtro25pN6QAxXfGq0GHdlpPMAYACICCAEQARoCcHY&co=1&ase=2&gclid=Cj0KCQiAq7HIBhDoARIsAOATDxBKGbtFdM_H5_KiY4pOWClk5qb1THfs_n0SaoPFyZA1WrhQcgg84ZkaAnWVEALw_wcB&cid=CAASmAHkaKzJ6D-uIoA_2ZfFDS_s4CabeT3MvJAmiSsujNnjN-Tvq6fBqdIGHIOUXw_EjG_fuO1PwReGgt4iuIipD3n1hi9twDipushGIFkCAAeGtElLA0EINp2CnH21OVwFXI1sB2sxlSbYqyDO-vO_1p_H_Bz8HYPvOwMoRo3ZXwvGIL9-NGi5Q4XQ0enQt8eUoGXSsT5Vi0rHOA&cce=2&category=acrcp_v1_32&sig=AOD64_3MEYfqlBaGDc9T6dU8fHPX7XI9rw&adurl&q&ctype=99&nis=6","","Website","","Directions","","","",""
"https://www.google.com/maps/place/KLCA+Chartered+Professional+Accountants/data=!4m7!3m6!1s0x882b43a95d9cf61f:0xf17bdd7b81badc18!8m2!3d43.50391!4d-79.676829!16s%2Fg%2F1thzpjn2!19sChIJH_acXalDK4gRGNy6gXvde_E?authuser=0&hl=en&rclk=1","KLCA Chartered Professional Accountants","4.8","(119)","Accountant","·","2865 Bristol Circle","Open","⋅ Closes 6 p.m.","·","(905) 820-8292","https://www.google.com/aclk?sa=L&ai=DChsSEwjtro25pN6QAxXfGq0GHdlpPMAYACICCAEQABoCcHY&ae=2&aspm=1&co=1&ase=2&gclid=Cj0KCQiAq7HIBhDoARIsAOATDxBOqdhpXJEFKB9O0btjxKIDjmANOhA-k3rj6t7vGsXyXPSV5VESz5EaAoBOEALw_wcB&cid=CAASmAHkaKzJ6D-uIoA_2ZfFDS_s4CabeT3MvJAmiSsujNnjN-Tvq6fBqdIGHIOUXw_EjG_fuO1PwReGgt4iuIipD3n1hi9twDipushGIFkCAAeGtElLA0EINp2CnH21OVwFXI1sB2sxlSbYqyDO-vO_1p_H_Bz8HYPvOwMoRo3ZXwvGIL9-NGi5Q4XQ0enQt8eUoGXSsT5Vi0rHOA&cce=2&category=acrcp_v1_35&sig=AOD64_3vvIQV1zgpzpOa-G0bGMeOUuLssg&adurl&q&ctype=99&nis=6","","Website","","Directions","","","",""
"https://www.google.com/maps/place/Bazar+McBean+LLP+Chartered+Professional+Accountants/data=!4m7!3m6!1s0x882b5c926d8e805d:0x84a3895c015f761c!8m2!3d43.4545311!4d-79.6791745!16s%2Fg%2F1tdg3vw1!19sChIJXYCObZJcK4gRHHZfAVyJo4Q?authuser=0&hl=en&rclk=1","Bazar McBean LLP Chartered Professional Accountants","4.1","(26)","Tax preparation service","·","440 Inglehart St N","Open","⋅ Closes 5 p.m.","·","(905) 338-0330","http://www.bazarmcbean.com/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Mr Bazaar took on what felt like an impossible task and made it manageable.""","",""
"https://www.google.com/maps/place/DCP+Accounting+Firm/data=!4m7!3m6!1s0x882b6132a494cc17:0x2ae54a59c176df85!8m2!3d43.3961204!4d-79.7612788!16s%2Fg%2F11sfdxcjlm!19sChIJF8yUpDJhK4gRhd92wVlK5So?authuser=0&hl=en&rclk=1","DCP Accounting Firm","5.0","(14)","Accounting firm","·","5500 N Service Rd Suite 300","Open","⋅ Closes 5 p.m.","·","(905) 516-0170","https://www.dcpaccounting.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=1304757488184281","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Their team is incredibly knowledgeable, professional, and thorough.""","",""
"https://www.google.com/maps/place/Awerix+CPA+Professional+Corporation,+Chartered+Professional+Accountant/data=!4m7!3m6!1s0x882b3689d4d7421b:0x2c464ae44865b3e5!8m2!3d43.649477!4d-79.485065!16s%2Fg%2F1tjdmckr!19sChIJG0LX1Ik2K4gR5bNlSORKRiw?authuser=0&hl=en&rclk=1","Awerix CPA Professional Corporation, Chartered Professional Accountant","4.7","(26)","Accounting firm","·","2 Jane Street","Open","⋅ Closes 7 p.m.","·","(647) 761-5325","https://www.google.com/aclk?sa=L&ai=DChsSEwjh_6rapN6QAxUrAK0GHWTwM3wYACICCAEQARoCcHY&co=1&ase=2&gclid=Cj0KCQiAq7HIBhDoARIsAOATDxAi4aonrYuSOLl0EQxKekhDNQBvI5-V0bwH0TxrIQVrzG_IyOCkNRsaAg5TEALw_wcB&cid=CAASmAHkaDHl1aunS8754ugK3ykD8qVHH-1dlAYgGskEtmDZq14W1N8ZOxwOOLvCWb4QayT1hAnSuzbawwNQJ5PCzzMxfiFh1RBE9zXv2Skw6RREtVA7sh205ni3vo4Dxf1ViJE3V1xZgsVnIe0ldFKx6gdCwLjMPBad9z-Zi-F8IehVTcAkSR5IwTT-5HqxT_rwvvnrMVP32xb8Zw&cce=2&category=acrcp_v1_32&sig=AOD64_0voo3gUxId9M5JFexoDU6E68SFDg&adurl&q&ctype=99&nis=6","","Website","","Directions","","","",""
"https://www.google.com/maps/place/A.A+TAX+%26+ACCOUNTING+PC/data=!4m7!3m6!1s0x882b46fda86e998b:0xa41d1b5c393dc69b!8m2!3d43.583257!4d-79.613601!16s%2Fg%2F11hbvtdqs6!19sChIJi5luqP1GK4gRm8Y9OVwbHaQ?authuser=0&hl=en&rclk=1","A.A TAX & ACCOUNTING PC","4.6","(39)","Accountant","·","123 Dundas Street East","Open","⋅ Closes 7 p.m.","·","(905) 848-0651","https://www.google.com/aclk?sa=L&ai=DChsSEwjh_6rapN6QAxUrAK0GHWTwM3wYACICCAEQABoCcHY&co=1&ase=2&gclid=Cj0KCQiAq7HIBhDoARIsAOATDxC7-c-jW6bz_s3U1fOD6MARRyj647jxVVIbwhD6bnJQZV7T19oYC9waAhjKEALw_wcB&cid=CAASmAHkaDHl1aunS8754ugK3ykD8qVHH-1dlAYgGskEtmDZq14W1N8ZOxwOOLvCWb4QayT1hAnSuzbawwNQJ5PCzzMxfiFh1RBE9zXv2Skw6RREtVA7sh205ni3vo4Dxf1ViJE3V1xZgsVnIe0ldFKx6gdCwLjMPBad9z-Zi-F8IehVTcAkSR5IwTT-5HqxT_rwvvnrMVP32xb8Zw&cce=2&category=acrcp_v1_32&sig=AOD64_3BBBizwl9mpf_2ipLYos-Fr189fA&adurl&q&ctype=99&nis=6","","Website","","Directions","","","",""
"https://www.google.com/maps/place/All-Canadian+Tax+CPA+Prof+Corp/data=!4m7!3m6!1s0x89d4dec59f00bdc5:0x7d0cb157cacaedc8!8m2!3d43.8265339!4d-79.0551188!16s%2Fg%2F11c30v9496!19sChIJxb0An8Xe1IkRyO3KylexDH0?authuser=0&hl=en&rclk=1","All-Canadian Tax CPA Prof Corp","5.0","(56)","Certified public accountant","·","South of Former Pickering Flea Mkt, 1895 Clements Rd Unit 125","Open","⋅ Closes 6 p.m.","·","(905) 427-1121","http://www.allcanadiantax.com/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Professional and timely preparation of my tax return for past 3 years.""","",""
"https://www.google.com/maps/place/Diamond+CPA+-+Chartered+Professional+Accountant/data=!4m7!3m6!1s0x89d4cfe1e72570e3:0xa8440c693f9beb10!8m2!3d43.7372238!4d-79.2178444!16s%2Fg%2F11hcdr514p!19sChIJ43Al5-HP1IkREOubP2kMRKg?authuser=0&hl=en&rclk=1","Diamond CPA - Chartered Professional Accountant","4.9","(115)","Accountant","·","3471 Kingston Road Unit 5, 2nd Floor","Open","⋅ Closes 6 p.m.","·","(647) 350-0089","http://www.cpadiamond.ca/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Excellent tax filing service at a reasonable cost.""","",""
"https://www.google.com/maps/place/Kaveh+Alborz,+CPA,+CMA+-+Tax+%26+Accounting/data=!4m7!3m6!1s0x882b2cf990b0faf3:0xd7c46e8178ad4ae4!8m2!3d43.803492!4d-79.4209027!16s%2Fg%2F11b6gnnpmd!19sChIJ8_qwkPksK4gR5EqteIFuxNc?authuser=0&hl=en&rclk=1","Kaveh Alborz, CPA, CMA - Tax & Accounting","4.8","(154)","Chartered accountant","·","·","Open","⋅ Closes 6 p.m.","7191 Yonge St #402","(416) 858-8787","https://www.iaccounting.ca/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""They are very professional, timely and they save you ton of money in taxes.""","","·"
"https://www.google.com/maps/place/AMH+Chartered+Professional+Accountant+Professional+Corporation/data=!4m7!3m6!1s0x882b31f917eed105:0x9147cfaa145d60c0!8m2!3d43.8594131!4d-79.4332033!16s%2Fg%2F11bxg3wgmk!19sChIJBdHuF_kxK4gRwGBdFKrPR5E?authuser=0&hl=en&rclk=1","AMH Chartered Professional Accountant Professional Corporation","5.0","(164)","Accountant","·","9555 Yonge St Unit 408","Open","⋅ Closes 5 p.m.","·","(416) 900-6079","http://www.amhtaxes.com/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Amir and team do an amazing job with handling all of our taxes.""","",""
"https://www.google.com/maps/place/Chartered+Professional+Accountants+of+Ontario+%28CPA+Ontario%29/data=!4m7!3m6!1s0x882b34adcd92d4a1:0x70941258f4f3c086!8m2!3d43.6704222!4d-79.3849026!16s%2Fg%2F1tfsnmng!19sChIJodSSza00K4gRhsDz9FgSlHA?authuser=0&hl=en&rclk=1","Chartered Professional Accountants of Ontario (CPA Ontario)","2.4","(117)","Non-governmental organization","·","·","Open","⋅ Closes 6 p.m.","69 Bloor St E","+1 800-387-0735","https://www.cpaontario.ca/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""One of best professional chartered accounting body .""","","·"
"https://www.google.com/maps/place/CPA4IT/data=!4m7!3m6!1s0x89d4cb52f1ddce61:0xf9d91ef585f435c5!8m2!3d43.6506942!4d-79.3918249!16s%2Fg%2F1tdzs3gd!19sChIJYc7d8VLL1IkRxTX0hfUe2fk?authuser=0&hl=en&rclk=1","CPA4IT","4.6","(167)","Accounting firm","·","180 John St Suite 100","Open","⋅ Closes 5 p.m.","·","+1 844-731-0601","https://cpa4it.ca/contact/?utm_source=google&utm_medium=organic&utm_campaign=gmb","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""They are accurate, timely and good communicators.""","",""
"https://www.google.com/maps/place/The+Global+Accountants+Inc.+%7C+Global+Accountant+%7C+Tax+accountant+%7C+MD+Liaquat+Ali+Khan/data=!4m7!3m6!1s0x89d4cc218b3d02c9:0x78fa3c04ab3d9a61!8m2!3d43.6904572!4d-79.2923866!16s%2Fg%2F11ddwtswjj!19sChIJyQI9iyHM1IkRYZo9qwQ8-ng?authuser=0&hl=en&rclk=1","The Global Accountants Inc. | Global Accountant | Tax accountant | MD Liaquat Ali Khan","5.0","(1,016)","Accountant","·","2962 Danforth Ave Suite 201","Open","·","⋅ Closes 10 p.m.","(647) 408-4306","","","Directions","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""I felt confident that my taxes were done correctly and efficiently.""","",""
"https://www.google.com/maps/place/CPA+Logic+%7C+Chartered+Accountant/data=!4m7!3m6!1s0x89d52161356c0f87:0x8f7120671f43dffd!8m2!3d43.6496485!4d-79.3770896!16s%2Fg%2F11fk4051wh!19sChIJhw9sNWEh1YkR_d9DH2cgcY8?authuser=0&hl=en&rclk=1","CPA Logic | Chartered Accountant","5.0","(41)","Certified public accountant","·","18 King St E Suite #1400","Open","⋅ Closes 5 p.m.","·","(647) 510-6787","http://www.cpalogic.ca/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""We can always count on reliable and professional accounting/tax services.""","",""
"https://www.google.com/maps/place/Afshan+Ahmad+CPA+Professional+Corporation/data=!4m7!3m6!1s0x89d51f8904d1f9d3:0x7f0b7b2f92902604!8m2!3d43.8814559!4d-78.9430992!16s%2Fg%2F1tknlfdy!19sChIJ0_nRBIkf1YkRBCaQki97C38?authuser=0&hl=en&rclk=1","Afshan Ahmad CPA Professional Corporation","4.8","(138)","Certified public accountant","·","101 Mary St W Unit 101A","Open","⋅ Closes 4 p.m.","·","(905) 391-0885","https://afshancpa.com/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""She completed our taxes on time and was thorough in her work.""","",""
"https://www.google.com/maps/place/Magic+Accounting+%26+Tax+Services/data=!4m7!3m6!1s0x882b2b2aedc8ad71:0xe973d6491a455103!8m2!3d43.890168!4d-79.4543709!16s%2Fg%2F11jb4qr2jh!19sChIJca3I7SorK4gRA1FFGknWc-k?authuser=0&hl=en&rclk=1","Magic Accounting & Tax Services","4.9","(421)","Accountant","·","8 Stave Crescent","Open","⋅ Closes 7 p.m.","·","(647) 847-4909","http://www.magic-accounting.ca/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Magic Accounting provided quick, affordable, accurate tax service.""","",""
"https://www.google.com/maps/place/Awerix+CPA+Professional+Corporation,+Chartered+Professional+Accountant/data=!4m7!3m6!1s0x882b3689d4d7421b:0x2c464ae44865b3e5!8m2!3d43.649477!4d-79.485065!16s%2Fg%2F1tjdmckr!19sChIJG0LX1Ik2K4gR5bNlSORKRiw?authuser=0&hl=en&rclk=1","Awerix CPA Professional Corporation, Chartered Professional Accountant","4.7","(26)","Accounting firm","·","2 Jane Street","Open","⋅ Closes 7 p.m.","·","(647) 761-5325","https://www.google.com/aclk?sa=L&ai=DChsSEwiTsu_gpN6QAxXhQH8AHXfYOR0YACICCAEQARoCb2E&co=1&ase=2&gclid=Cj0KCQiAq7HIBhDoARIsAOATDxA5vhrDI_kY_CooRSpW0l7tMVA3SsB6juB1OdRSG2E98hmVWFkyBywaAmheEALw_wcB&cid=CAASmAHkaE7Lw1Utl3Uj9MMKc8Si1eCTNwv6jmIbe1j-gEA8vjP86ViBHNjErbaEuya8LODUNWBKxbgi7mV7qyl49o84RjFNQWi3ZTN62dWKBq0BpM6jCvOwqZDX1QonqRyCCv1ZfSswV0coNLFkULVN-lIEz2RbW58NHewCkRGcyJay3FHMYm2DdPD2hrb9q6n33KRDNuptDMUjXg&cce=2&category=acrcp_v1_32&sig=AOD64_2XVVtxwQzMxKDr51kG48LxiblOig&adurl&q&ctype=99&nis=6","","Website","","Directions","","","",""
"https://www.google.com/maps/place/DNTW+Toronto+LLP/data=!4m7!3m6!1s0x882b2d66a2156047:0x5c53337e2722be35!8m2!3d43.76172!4d-79.408059!16s%2Fg%2F1z44bhckd!19sChIJR2AVomYtK4gRNb4iJ34zU1w?authuser=0&hl=en&rclk=1","DNTW Toronto LLP","3.8","(6)","Accounting firm","·","45 Sheppard Avenue East","Open","⋅ Closes 5 p.m.","·","(416) 924-4900","https://www.google.com/aclk?sa=L&ai=DChsSEwiTsu_gpN6QAxXhQH8AHXfYOR0YACICCAEQABoCb2E&co=1&ase=2&gclid=Cj0KCQiAq7HIBhDoARIsAOATDxCLW-u_3MSfZtP3_s3traouwnD_oB1r12Sn2wOgn1NnwWZyZGX0RkwaAmtUEALw_wcB&cid=CAASmAHkaE7Lw1Utl3Uj9MMKc8Si1eCTNwv6jmIbe1j-gEA8vjP86ViBHNjErbaEuya8LODUNWBKxbgi7mV7qyl49o84RjFNQWi3ZTN62dWKBq0BpM6jCvOwqZDX1QonqRyCCv1ZfSswV0coNLFkULVN-lIEz2RbW58NHewCkRGcyJay3FHMYm2DdPD2hrb9q6n33KRDNuptDMUjXg&cce=2&category=acrcp_v1_32&sig=AOD64_2ke4foZR460DzMmO56NlbggQ13aA&adurl&q&ctype=99&nis=6","","Website","","Directions","","","",""
"https://www.google.com/maps/place/Bronte+Bay+CPA+Professional+Corporation/data=!4m7!3m6!1s0x89d4d49922994e21:0x3834a8c2a19ebcb!8m2!3d43.766264!4d-79.412998!16s%2Fg%2F11cfb4hc7!19sChIJIU6ZIpnU1IkRy-sZKoxKgwM?authuser=0&hl=en&rclk=1","Bronte Bay CPA Professional Corporation","5.0","(43)","Accounting firm","·","5000 Yonge St Suite # 1901","Open","⋅ Closes 5 p.m.","·","(416) 439-4648","http://brontebay.com/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Subhash Sharma has helped my family with Residential HST rebate.""","",""
"https://www.google.com/maps/place/Counttech+CPA/data=!4m7!3m6!1s0x882b33117da1601f:0xcbeee0add1cafe8e!8m2!3d43.7255336!4d-79.4027564!16s%2Fg%2F11gjgwjcmj!19sChIJH2ChfREzK4gRjv7K0a3g7ss?authuser=0&hl=en&rclk=1","Counttech CPA","4.9","(62)","Certified public accountant","·","3080 Yonge St suite 6060","Open","⋅ Closes 6 p.m.","·","(647) 945-9780","https://www.counttech.ca/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Mr. Ozair is highly professional and handled my tax filing efficiently.""","",""
"https://www.google.com/maps/place/Schwartz,+CPA,+Professional+Corporation/data=!4m7!3m6!1s0x882b2ed1a0cef2e1:0x3065ce8ac64a7f77!8m2!3d43.8504277!4d-79.4853809!16s%2Fg%2F11gdrl4hgp!19sChIJ4fLOoNEuK4gRd39KxorOZTA?authuser=0&hl=en&rclk=1","Schwartz, CPA, Professional Corporation","4.9","(33)","Chartered accountant","·","·","Open","⋅ Closes 5 p.m.","9630 Dufferin St UNIT 202","(416) 900-3717","https://mytaxadviser.ca/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""We’ve done personal and corporate taxes and had an outstanding service.""","","·"
"https://www.google.com/maps/place/CQL+%26+PARTNERS+CPA+PROFESSIONAL+CORPORATION/data=!4m7!3m6!1s0x89d4d3317a66701b:0xc079b5cbd4fb5efa!8m2!3d43.8043977!4d-79.3438651!16s%2Fg%2F11h2ckqpk2!19sChIJG3BmejHT1IkR-l771Mu1ecA?authuser=0&hl=en&rclk=1","CQL & PARTNERS CPA PROFESSIONAL CORPORATION","5.0","(10)","Accounting firm","·","·","Open","⋅ Closes 6 p.m.","155 Gordon Baker Rd #203","(416) 878-1769","https://www.cqlcpa.com/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""I have complete confidence in their expertise and attention to detail.""","","·"
"https://www.google.com/maps/place/RATI+RAITHATHA+CPA+PROFESSIONAL+CORPORATION/data=!4m7!3m6!1s0x89d4d2592d50433d:0xebb57b45331c46f4!8m2!3d43.7717823!4d-79.3308736!16s%2Fg%2F1v42gspv!19sChIJPUNQLVnS1IkR9EYcM0V7tes?authuser=0&hl=en&rclk=1","RATI RAITHATHA CPA PROFESSIONAL CORPORATION","5.0","(29)","Accountant","·","250 Consumers Rd Suite 401","Open","⋅ Closes 6 p.m.","·","(416) 490-6880","https://www.rrcacpa.com/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""They are extremely knowledgeable in personal and corporate tax.""","",""
"https://www.google.com/maps/place/Daniel+Toma+Chartered+Accountant/data=!4m7!3m6!1s0x882b33250285d6cd:0x534fd48ce2812724!8m2!3d43.7076991!4d-79.394878!16s%2Fg%2F11bv3mq4z8!19sChIJzdaFAiUzK4gRJCeB4ozUT1M?authuser=0&hl=en&rclk=1","Daniel Toma Chartered Accountant","4.9","(51)","Accountant","·","120 Eglinton Ave E #800","Open","⋅ Closes 5 p.m.","·","(416) 655-1050","https://www.danieltoma.ca/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""My taxes are prepared professionally with minimal intervention from me.""","",""
"https://www.google.com/maps/place/Rashidi+LLP+Chartered+Professional+Accountants/data=!4m7!3m6!1s0x882b2b31f0a1a8f1:0x9a5c6654004226bd!8m2!3d43.8570499!4d-79.3866526!16s%2Fg%2F11c5_v4wpp!19sChIJ8aih8DErK4gRvSZCAFRmXJo?authuser=0&hl=en&rclk=1","Rashidi LLP Chartered Professional Accountants","5.0","(41)","Chartered accountant","·","·","Open","⋅ Closes 5 p.m.","9140 Leslie St #305","(905) 762-1900","http://www.rashidi.ca/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""I will most certainly recommend Rashidi LLP to my friends and family.""","","·"
"https://www.google.com/maps/place/J.F.+Chartered+Professional+Accountant/data=!4m7!3m6!1s0x89d4d3227b86937f:0xac186eb6b0169f40!8m2!3d43.8214742!4d-79.3278086!16s%2Fg%2F11h8v6jtyt!19sChIJf5OGeyLT1IkRQJ8WsLZuGKw?authuser=0&hl=en&rclk=1","J.F. Chartered Professional Accountant","5.0","(32)","Accountant","·","·","Open","⋅ Closes 5:30 p.m.","80 Acadia Ave #205","(905) 678-2660","http://www.jfcpaca.com/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Her advice has helped me to optimize my tax and financial situation.""","","·"
"https://www.google.com/maps/place/Capstone+LLP+Chartered+Professional+Accountants/data=!4m7!3m6!1s0x89d4cd0b9437e52b:0xb20b29251e83e59c!8m2!3d43.7515137!4d-79.3479999!16s%2Fg%2F11c5fzp9c4!19sChIJK-U3lAvN1IkRnOWDHiUpC7I?authuser=0&hl=en&rclk=1","Capstone LLP Chartered Professional Accountants","5.0","(44)","Chartered accountant","·","·","Open","⋅ Closes 5 p.m.","#280, 1446 Don Mills Rd.","(416) 551-0760","https://www.capstonellp.ca/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""They're knowledge and professionalism has been outstanding.""","","·"
